12,1,1,1,3,1,0,0,1,0,0,1
12,1,2,1,1,2,0,0,2,0,0,1
12,1,3,4,1,1,0,0,1,0,0,1
12,1,4,3,1,3,0,0,3,0,0,1
12,1,5,4,2,1,0,0,1,0,0,1
12,1,6,1,3,2,0,0,2,0,0,1
12,1,7,2,3,3,0,0,3,0,0,1
12,1,8,4,1,1,0,0,1,0,0,1
12,1,9,3,2,1,0,0,1,0,0,1
12,1,10,2,3,2,0,0,2,0,0,1
12,1,11,3,4,1,0,0,1,0,0,1
12,1,12,4,1,4,0,0,4,0,0,1
12,1,13,2,3,2,0,0,2,0,0,1
12,1,14,1,2,4,0,0,4,0,0,1
12,1,15,3,1,4,0,0,4,0,0,1
12,1,16,4,1,1,0,0,1,0,0,1
12,1,17,3,4,4,0,0,1,0,0,0
12,1,18,3,4,3,0,0,1,0,0,0
12,1,19,1,1,4,0,0,4,0,0,1
12,1,20,2,2,3,0,0,3,0,0,1
12,1,21,3,4,1,0,0,3,0,0,0
12,1,22,3,4,4,0,0,2,0,0,0
12,1,23,4,4,3,0,0,1,0,0,0
12,1,24,1,2,3,0,0,3,0,0,1
12,1,25,2,1,4,0,0,4,0,0,1
12,1,26,3,1,3,0,0,3,0,0,1
12,1,27,1,1,2,0,0,2,0,0,1
12,1,28,2,2,1,0,0,4,0,0,0
12,1,29,2,3,1,0,0,1,0,0,1
12,1,30,3,2,2,0,0,2,0,0,1
12,1,31,3,1,2,0,0,2,0,0,1
12,1,32,4,4,1,0,0,1,0,0,1
12,1,33,3,1,2,0,0,2,0,0,1
12,1,34,1,2,2,0,0,2,0,0,1
12,1,35,2,3,3,0,0,3,0,0,1
12,1,36,4,2,1,0,0,1,0,0,1
12,1,37,3,3,2,0,0,2,0,0,1
12,1,38,2,1,1,0,0,1,0,0,1
12,1,39,2,1,4,0,0,4,0,0,1
12,1,40,2,2,1,0,0,1,0,0,1
12,1,41,2,2,1,0,0,1,0,0,1
12,1,42,1,4,2,0,0,2,0,0,1
12,1,43,1,4,3,0,0,3,0,0,1
12,1,44,3,3,1,0,0,1,0,0,1
12,1,45,2,1,2,0,0,2,0,0,1
12,1,46,1,1,4,0,0,4,0,0,1
12,1,47,3,2,2,0,0,2,0,0,1
12,1,48,2,2,3,0,0,3,0,0,1
12,1,49,4,3,3,0,0,3,0,0,1
12,1,50,2,3,3,0,0,3,0,0,1
12,1,51,1,4,4,0,0,4,0,0,1
12,1,52,1,3,4,0,0,4,0,0,1
12,1,53,2,4,3,0,0,3,0,0,1
12,1,54,3,2,1,0,0,1,0,0,1
12,1,55,1,1,4,0,0,4,0,0,1
12,1,56,4,2,4,0,0,4,0,0,1
12,1,57,3,3,3,0,0,3,0,0,1
12,1,58,2,1,1,0,0,1,0,0,1
12,1,59,4,4,4,0,0,4,0,0,1
12,1,60,3,1,4,0,0,4,0,0,1
12,1,61,1,3,2,0,0,2,0,0,1
12,1,62,4,2,4,0,0,2,0,0,0
12,1,63,1,1,3,0,0,3,0,0,1
12,1,64,4,4,1,0,0,1,0,0,1
12,1,65,2,4,1,0,0,1,0,0,1
12,1,66,3,3,2,0,0,2,0,0,1
12,1,67,1,3,2,0,0,2,0,0,1
12,1,68,1,3,3,0,0,3,0,0,1
12,1,69,4,2,1,0,0,1,0,0,1
12,1,70,1,2,2,0,0,2,0,0,1
12,1,71,1,3,1,0,0,1,0,0,1
12,1,72,4,3,1,0,0,1,0,0,1
12,1,73,4,3,3,0,0,3,0,0,1
12,1,74,1,4,4,0,0,4,0,0,1
12,1,75,4,3,4,0,0,4,0,0,1
12,1,76,2,3,3,0,0,3,0,0,1
12,1,77,2,4,4,0,0,4,0,0,1
12,1,78,3,2,4,0,0,2,0,0,0
12,1,79,2,3,2,0,0,4,0,0,0
12,1,80,4,4,1,0,0,1,0,0,1
12,1,81,3,4,4,0,0,4,0,0,1
12,1,82,3,3,4,0,0,2,0,0,0
12,1,83,2,4,1,0,0,1,0,0,1
12,1,84,3,4,3,0,0,3,0,0,1
12,1,85,1,1,1,0,0,1,0,0,1
12,1,86,1,4,4,0,0,4,0,0,1
12,1,87,1,2,3,0,0,3,0,0,1
12,1,88,3,4,4,0,0,4,0,0,1
12,1,89,3,1,4,0,0,4,0,0,1
12,1,90,4,1,1,0,0,4,0,0,0
12,1,91,3,1,4,0,0,4,0,0,1
12,1,92,4,3,3,0,0,3,0,0,1
12,1,93,3,3,2,0,0,1,0,0,0
12,1,94,3,1,4,0,0,4,0,0,1
12,1,95,2,3,2,0,0,4,0,0,0
12,1,96,1,2,3,0,0,3,0,0,1
12,1,97,3,2,4,0,0,4,0,0,1
12,1,98,4,1,3,0,0,3,0,0,1
12,1,99,1,4,1,0,0,1,0,0,1
12,1,100,1,3,1,0,0,2,0,0,0
12,1,101,1,2,3,0,0,3,0,0,1
12,1,102,4,3,3,0,0,3,0,0,1
12,1,103,2,4,4,0,0,4,0,0,1
12,1,104,3,4,3,0,0,3,0,0,1
12,1,105,1,2,1,0,0,1,0,0,1
12,1,106,4,1,4,0,0,2,0,0,0
12,1,107,3,3,2,0,0,4,0,0,0
12,1,108,1,4,2,0,0,2,0,0,1
12,1,109,3,1,3,0,0,3,0,0,1
12,1,110,4,4,3,0,0,3,0,0,1
12,1,111,4,2,3,0,0,3,0,0,1
12,1,112,4,1,4,0,0,4,0,0,1
12,1,113,1,4,4,0,0,4,0,0,1
12,1,114,2,3,1,0,0,1,0,0,1
12,1,115,4,2,4,0,0,4,0,0,1
12,1,116,3,4,4,0,0,4,0,0,1
12,1,117,2,1,3,0,0,3,0,0,1
12,1,118,2,2,4,0,0,4,0,0,1
12,1,119,4,3,4,0,0,4,0,0,1
12,1,120,3,3,1,0,0,1,0,0,1
12,1,121,2,2,1,0,0,1,0,0,1
12,1,122,1,3,4,0,0,4,0,0,1
12,1,123,3,2,3,0,0,3,0,0,1
12,1,124,4,4,4,0,0,4,0,0,1
12,1,125,1,4,4,0,0,4,0,0,1
12,1,126,1,3,3,0,0,3,0,0,1
12,1,127,2,4,2,0,0,4,0,0,0
12,1,128,2,4,2,0,0,2,0,0,1
12,1,129,3,3,4,0,0,4,0,0,1
12,1,130,3,2,1,0,0,1,0,0,1
12,1,131,2,2,3,0,0,3,0,0,1
12,1,132,1,1,2,0,0,4,0,0,0
12,1,133,2,4,4,0,0,4,0,0,1
12,1,134,2,2,3,0,0,3,0,0,1
12,1,135,1,4,3,0,0,3,0,0,1
12,1,136,4,3,1,0,0,2,0,0,0
12,1,137,1,1,1,0,0,1,0,0,1
12,1,138,4,3,2,0,0,2,0,0,1
12,1,139,2,1,3,0,0,3,0,0,1
12,1,140,4,2,3,0,0,3,0,0,1
12,1,141,4,1,2,0,0,1,0,0,0
12,1,142,2,4,2,0,0,2,0,0,1
12,1,143,2,2,3,0,0,3,0,0,1
12,1,144,4,4,2,0,0,2,0,0,1
12,1,145,3,3,3,0,0,3,0,0,1
12,1,146,4,4,3,0,0,3,0,0,1
12,1,147,4,3,3,0,0,3,0,0,1
12,1,148,1,2,2,0,0,2,0,0,1
12,1,149,1,1,3,0,0,3,0,0,1
12,1,150,4,4,3,0,0,3,0,0,1
12,1,151,1,2,1,0,0,2,0,0,0
12,1,152,4,1,1,0,0,1,0,0,1
12,1,153,4,2,1,0,0,1,0,0,1
12,1,154,2,1,1,0,0,1,0,0,1
12,1,155,2,1,1,0,0,1,0,0,1
12,1,156,2,1,3,1,3,3,0,0,1
12,1,157,3,2,4,2,3,1,0,0,0
12,1,158,4,2,4,1,2,4,0,1,1
12,1,159,3,2,1,3,2,1,1,1,1
12,1,160,2,4,1,2,4,1,1,1,1
13,1,1,3,1,3,0,0,3,0,0,1
13,1,2,1,1,4,0,0,4,0,0,1
13,1,3,3,2,4,0,0,4,0,0,1
13,1,4,2,3,4,0,0,4,0,0,1
13,1,5,2,3,4,0,0,4,0,0,1
13,1,6,3,1,1,0,0,1,0,0,1
13,1,7,4,2,1,0,0,1,0,0,1
13,1,8,1,2,3,0,0,2,0,0,0
13,1,9,1,3,3,0,0,3,0,0,1
13,1,10,4,2,1,0,0,1,0,0,1
13,1,11,2,3,1,0,0,2,0,0,0
13,1,12,1,2,1,0,0,1,0,0,1
13,1,13,2,3,3,0,0,3,0,0,1
13,1,14,2,1,1,0,0,1,0,0,1
13,1,15,4,3,4,0,0,3,0,0,0
13,1,16,4,1,4,0,0,4,0,0,1
13,1,17,4,3,2,0,0,2,0,0,1
13,1,18,1,1,1,0,0,2,0,0,0
13,1,19,4,3,2,0,0,2,0,0,1
13,1,20,2,2,4,0,0,4,0,0,1
13,1,21,2,4,3,0,0,2,0,0,0
13,1,22,2,1,3,0,0,3,0,0,1
13,1,23,4,4,1,0,0,2,0,0,0
13,1,24,1,2,1,0,0,2,0,0,0
13,1,25,4,2,1,0,0,1,0,0,1
13,1,26,4,1,2,0,0,4,0,0,0
13,1,27,4,4,3,0,0,2,0,0,0
13,1,28,1,4,3,0,0,4,0,0,0
13,1,29,1,4,2,0,0,2,0,0,1
13,1,30,4,1,3,0,0,3,0,0,1
13,1,31,1,3,1,0,0,1,0,0,1
13,1,32,1,4,2,0,0,4,0,0,0
13,1,33,3,2,2,0,0,4,0,0,0
13,1,34,4,3,2,0,0,2,0,0,1
13,1,35,1,4,3,0,0,3,0,0,1
13,1,36,4,1,4,0,0,3,0,0,0
13,1,37,3,1,4,0,0,4,0,0,1
13,1,38,4,4,2,0,0,1,0,0,0
13,1,39,3,2,4,0,0,3,0,0,0
13,1,40,3,3,3,0,0,3,0,0,1
13,1,41,1,3,2,0,0,4,0,0,0
13,1,42,2,1,3,0,0,2,0,0,0
13,1,43,2,3,3,0,0,3,0,0,1
13,1,44,1,3,1,0,0,1,0,0,1
13,1,45,4,1,4,0,0,4,0,0,1
13,1,46,2,4,3,0,0,3,0,0,1
13,1,47,2,3,1,0,0,1,0,0,1
13,1,48,3,4,3,0,0,3,0,0,1
13,1,49,4,3,1,0,0,1,0,0,1
13,1,50,1,4,2,0,0,2,0,0,1
