1,1,1,2,6,4,3,0,0,0
1,1,2,2,7,2,2,0,0,1
1,1,3,1,1,4,4,0,0,1
1,1,4,1,15,4,4,0,0,1
1,1,5,3,3,2,2,0,0,1
1,1,6,1,2,1,1,0,0,1
1,1,7,2,5,2,2,0,0,1
1,1,8,3,11,3,3,0,0,1
1,1,9,2,14,2,2,0,0,1
1,1,10,4,6,3,3,0,0,1
1,1,11,4,6,2,2,0,0,1
1,1,12,1,5,3,3,0,0,1
1,1,13,2,10,1,1,0,0,1
1,1,14,1,5,2,2,0,0,1
1,1,15,3,9,2,2,0,0,1
1,1,16,4,12,2,2,0,0,1
1,1,17,4,2,2,2,0,0,1
1,1,18,4,1,3,3,0,0,1
1,1,19,2,14,3,3,0,0,1
1,1,20,1,5,3,3,0,0,1
1,1,21,2,4,2,2,0,0,1
1,1,22,2,12,4,4,0,0,1
1,1,23,1,13,3,3,0,0,1
1,1,24,1,1,2,2,0,0,1
1,1,25,3,13,1,1,0,0,1
1,1,26,2,3,2,2,0,0,1
1,1,27,4,15,4,4,0,0,1
1,1,28,1,14,3,3,0,0,1
1,1,29,1,12,4,4,0,0,1
1,1,30,3,15,4,4,0,0,1
1,1,31,2,9,2,2,0,0,1
1,1,32,3,11,4,4,0,0,1
1,1,33,2,6,1,1,0,0,1
1,1,34,3,11,2,2,0,0,1
1,1,35,4,2,4,4,0,0,1
1,1,36,2,7,3,3,0,0,1
1,1,37,3,6,1,1,0,0,1
1,1,38,2,8,4,4,0,0,1
1,1,39,1,4,4,4,0,0,1
1,1,40,3,5,4,4,0,0,1
1,1,41,1,7,1,1,0,0,1
1,1,42,3,9,2,2,0,0,1
1,1,43,4,4,4,4,0,0,1
1,1,44,1,9,1,1,0,0,1
1,1,45,1,13,3,3,0,0,1
1,1,46,1,6,1,1,0,0,1
1,1,47,1,4,1,1,0,0,1
1,1,48,1,3,2,2,0,0,1
1,1,49,2,7,4,4,0,0,1
1,1,50,1,1,1,1,0,0,1
1,1,51,4,7,2,2,0,0,1
1,1,52,3,12,2,2,0,0,1
1,1,53,1,12,2,2,0,0,1
1,1,54,2,5,2,2,0,0,1
1,1,55,3,15,3,3,0,0,1
1,1,56,2,12,4,4,0,0,1
1,1,57,3,3,4,4,0,0,1
1,1,58,1,9,3,3,0,0,1
1,1,59,4,13,2,2,0,0,1
1,1,60,1,3,1,1,0,0,1
1,1,61,3,10,4,4,0,0,1
1,1,62,2,4,1,1,0,0,1
1,1,63,3,9,4,4,0,0,1
1,1,64,1,1,3,3,0,0,1
1,1,65,1,2,1,1,0,0,1
1,1,66,4,8,2,2,0,0,1
1,1,67,4,2,4,4,0,0,1
1,1,68,2,10,3,3,0,0,1
1,1,69,3,3,1,1,0,0,1
1,1,70,3,13,3,3,0,0,1
1,1,71,2,5,2,2,0,0,1
1,1,72,1,8,3,3,0,0,1
1,1,73,1,9,4,4,0,0,1
1,1,74,3,7,1,1,0,0,1
1,1,75,1,4,1,1,0,0,1
1,1,76,3,11,2,2,0,0,1
1,1,77,2,14,4,4,0,0,1
1,1,78,3,6,3,3,0,0,1
1,1,79,3,2,2,2,0,0,1
1,1,80,2,4,2,2,0,0,1
1,1,81,4,12,4,4,0,0,1
1,1,82,2,15,4,4,0,0,1
1,1,83,4,6,3,3,0,0,1
1,1,84,4,15,4,4,0,0,1
1,1,85,2,9,4,4,0,0,1
1,1,86,2,2,1,1,0,0,1
1,1,87,4,10,3,3,0,0,1
1,1,88,4,13,4,4,0,0,1
1,1,89,2,2,4,4,0,0,1
1,1,90,1,12,2,2,0,0,1
1,1,91,2,8,2,2,0,0,1
1,1,92,1,7,2,2,0,0,1
1,1,93,3,2,3,3,0,0,1
1,1,94,1,4,2,2,0,0,1
1,1,95,1,6,1,1,0,0,1
1,1,96,4,14,4,4,0,0,1
1,1,97,4,15,3,3,0,0,1
1,1,98,3,9,2,2,0,0,1
1,1,99,1,2,4,4,0,0,1
1,1,100,2,7,2,2,0,0,1
1,1,101,4,13,1,1,0,0,1
1,1,102,2,7,2,2,0,0,1
1,1,103,4,3,1,1,0,0,1
1,1,104,4,12,2,2,0,0,1
1,1,105,4,3,4,4,0,0,1
1,1,106,3,13,4,4,0,0,1
1,1,107,2,12,3,3,0,0,1
1,1,108,3,6,3,3,0,0,1
1,1,109,4,4,4,4,0,0,1
1,1,110,3,14,4,4,0,0,1
1,1,111,3,13,1,1,0,0,1
1,1,112,4,5,1,1,0,0,1
1,1,113,3,11,4,4,0,0,1
1,1,114,3,9,2,2,0,0,1
1,1,115,3,9,2,2,0,0,1
1,1,116,4,3,1,1,0,0,1
1,1,117,1,3,3,3,0,0,1
1,1,118,3,2,1,1,0,0,1
1,1,119,4,3,3,3,0,0,1
1,1,120,1,4,1,1,0,0,1
1,1,121,3,9,3,3,0,0,1
1,1,122,4,12,3,3,0,0,1
1,1,123,4,3,4,4,0,0,1
1,1,124,1,5,4,4,0,0,1
1,1,125,4,4,1,1,0,0,1
1,1,126,2,4,1,1,0,0,1
1,1,127,3,11,4,4,0,0,1
1,1,128,4,6,1,1,0,0,1
1,1,129,2,10,3,3,0,0,1
1,1,130,3,9,2,2,0,0,1
1,1,131,3,3,3,3,0,0,1
1,1,132,2,13,1,1,0,0,1
1,1,133,3,7,1,1,0,0,1
1,1,134,1,4,1,1,0,0,1
1,1,135,3,14,3,3,0,0,1
1,1,136,2,4,4,4,0,0,1
1,1,137,4,5,1,1,0,0,1
1,1,138,4,6,2,2,0,0,1
1,1,139,2,8,3,3,0,0,1
1,1,140,4,12,1,1,0,0,1
1,1,141,4,14,3,3,0,0,1
1,1,142,2,11,1,1,0,0,1
1,1,143,2,3,2,2,0,0,1
1,1,144,4,13,1,1,0,0,1
1,1,145,2,2,1,1,0,0,1
1,1,146,4,15,4,4,0,0,1
1,1,147,2,15,2,2,0,0,1
1,1,148,4,13,1,1,0,0,1
1,1,149,4,15,2,2,0,0,1
1,1,150,1,7,4,4,0,0,1
1,1,151,3,2,4,4,0,0,1
1,1,152,3,5,1,1,0,0,1
1,1,153,4,6,1,1,0,0,1
1,1,154,3,9,4,4,0,0,1
1,1,155,2,15,4,4,0,0,1
1,1,156,2,2,4,4,2,1,1
1,1,157,1,11,1,1,1,1,1
1,1,158,1,1,2,2,1,1,1
1,1,159,1,9,2,2,1,1,1
1,1,160,1,1,4,4,1,1,1
3,1,1,1,14,2,2,0,0,1
3,1,2,3,6,3,3,0,0,1
3,1,3,1,6,2,2,0,0,1
3,1,4,4,5,3,3,0,0,1
3,1,5,3,10,1,1,0,0,1
3,1,6,1,5,2,2,0,0,1
3,1,7,2,9,2,2,0,0,1
3,1,8,4,12,2,2,0,0,1
3,1,9,1,2,2,2,0,0,1
3,1,10,4,1,3,3,0,0,1
3,1,11,2,14,3,3,0,0,1
3,1,12,1,5,3,3,0,0,1
3,1,13,3,4,2,2,0,0,1
3,1,14,2,12,4,4,0,0,1
3,1,15,3,13,3,3,0,0,1
3,1,16,3,1,2,2,0,0,1
3,1,17,2,13,1,1,0,0,1
3,1,18,3,3,2,2,0,0,1
3,1,19,3,15,4,4,0,0,1
3,1,20,2,14,3,3,0,0,1
3,1,21,3,12,4,4,0,0,1
3,1,22,1,15,4,4,0,0,1
3,1,23,2,9,2,2,0,0,1
3,1,24,2,11,4,4,0,0,1
3,1,25,3,6,1,1,0,0,1
3,1,26,4,11,2,2,0,0,1
3,1,27,2,2,4,4,0,0,1
3,1,28,4,7,3,3,0,0,1
3,1,29,3,6,1,1,0,0,1
3,1,30,4,8,4,4,0,0,1
3,1,31,2,4,4,4,0,0,1
3,1,32,4,5,4,4,0,0,1
3,1,33,2,7,1,1,0,0,1
3,1,34,1,9,2,2,0,0,1
3,1,35,2,4,4,4,0,0,1
3,1,36,1,9,1,1,0,0,1
3,1,37,1,13,3,2,0,0,0
3,1,38,3,6,1,1,0,0,1
3,1,39,2,4,1,1,0,0,1
3,1,40,3,3,2,2,0,0,1
3,1,41,1,7,4,4,0,0,1
3,1,42,2,1,1,1,0,0,1
3,1,43,3,7,2,2,0,0,1
3,1,44,2,12,2,2,0,0,1
3,1,45,3,12,2,2,0,0,1
3,1,46,2,5,2,2,0,0,1
3,1,47,2,15,3,3,0,0,1
3,1,48,4,12,4,4,0,0,1
3,1,49,2,3,4,4,0,0,1
3,1,50,4,9,3,3,0,0,1
3,1,51,3,13,2,2,0,0,1
3,1,52,1,3,1,1,0,0,1
3,1,53,3,10,4,4,0,0,1
3,1,54,3,4,1,1,0,0,1
3,1,55,1,9,4,4,0,0,1
3,1,56,2,1,3,3,0,0,1
3,1,57,2,2,1,1,0,0,1
3,1,58,1,8,2,2,0,0,1
3,1,59,2,2,4,4,0,0,1
3,1,60,4,10,3,3,0,0,1
3,1,61,4,3,1,1,0,0,1
3,1,62,2,13,3,3,0,0,1
3,1,63,1,5,2,2,0,0,1
3,1,64,2,8,3,3,0,0,1
3,1,65,3,9,4,4,0,0,1
3,1,66,2,7,1,1,0,0,1
3,1,67,3,4,1,1,0,0,1
3,1,68,4,11,2,2,0,0,1
3,1,69,1,14,4,4,0,0,1
3,1,70,4,6,3,3,0,0,1
3,1,71,4,2,2,2,0,0,1
3,1,72,1,4,2,2,0,0,1
3,1,73,4,12,4,4,0,0,1
3,1,74,1,15,4,4,0,0,1
3,1,75,4,6,3,3,0,0,1
3,1,76,1,15,4,4,0,0,1
3,1,77,1,9,4,4,0,0,1
3,1,78,1,2,1,1,0,0,1
3,1,79,2,10,3,3,0,0,1
3,1,80,4,13,4,4,0,0,1
3,1,81,4,2,4,4,0,0,1
3,1,82,1,12,2,3,0,0,0
3,1,83,1,8,2,2,0,0,1
3,1,84,4,7,2,2,0,0,1
3,1,85,2,2,3,3,0,0,1
3,1,86,1,4,2,2,0,0,1
3,1,87,3,6,1,1,0,0,1
3,1,88,2,14,4,4,0,0,1
3,1,89,4,15,3,3,0,0,1
3,1,90,4,9,2,2,0,0,1
3,1,91,2,2,4,4,0,0,1
3,1,92,3,7,2,2,0,0,1
3,1,93,1,13,1,1,0,0,1
3,1,94,1,7,2,2,0,0,1
3,1,95,3,3,1,1,0,0,1
3,1,96,4,12,2,2,0,0,1
3,1,97,4,3,4,4,0,0,1
3,1,98,4,13,4,4,0,0,1
3,1,99,2,12,3,3,0,0,1
3,1,100,3,6,3,3,0,0,1
3,1,101,3,4,4,4,0,0,1
3,1,102,2,14,4,4,0,0,1
3,1,103,2,13,1,1,0,0,1
3,1,104,1,5,1,1,0,0,1
3,1,105,3,11,4,4,0,0,1
3,1,106,4,9,2,2,0,0,1
3,1,107,1,9,2,2,0,0,1
3,1,108,1,3,1,1,0,0,1
3,1,109,3,3,3,3,0,0,1
3,1,110,3,2,1,1,0,0,1
3,1,111,4,3,3,3,0,0,1
3,1,112,1,4,1,1,0,0,1
3,1,113,2,9,3,3,0,0,1
3,1,114,1,12,3,3,0,0,1
3,1,115,4,3,4,4,0,0,1
3,1,116,1,5,4,4,0,0,1
3,1,117,2,4,1,1,0,0,1
3,1,118,3,4,1,1,0,0,1
3,1,119,2,11,4,4,0,0,1
3,1,120,4,6,1,1,0,0,1
