articleID,pilotNames,copilotNames,pilotTTC,copilotTTC,pilotStartDate,copilotStartDate,completionDate,finalOutcome
-2015,Yuman Li,Brendan Fereday,180,NA,0.05789473684210527,NA,NA,Success
